"","Name","ID Number","Period","RTNG","Birthdate","Birthplace","Country_of_birth","Latitude","Longitude","Age","Sex","Fed"
"14","Abasov, Nijat",13402960,2020-08-01,2664,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,25.2183436002738,"M","AZE"
"15","Abasov, Nijat",13402960,2020-07-01,2664,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,25.1334702258727,"M","AZE"
"16","Abasov, Nijat",13402960,2020-06-01,2664,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,25.0513347022587,"M","AZE"
"17","Abasov, Nijat",13402960,2020-05-01,2664,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,24.9664613278576,"M","AZE"
"18","Abasov, Nijat",13402960,2020-04-01,2664,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,24.8843258042437,"M","AZE"
"19","Abasov, Nijat",13402960,2020-03-01,2664,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,24.7994524298426,"M","AZE"
"20","Abasov, Nijat",13402960,2020-02-01,2670,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,24.7200547570157,"M","AZE"
"21","Abasov, Nijat",13402960,2020-01-01,2668,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,24.6351813826146,"M","AZE"
"22","Abasov, Nijat",13402960,2019-12-01,2663,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,24.5503080082136,"M","AZE"
"23","Abasov, Nijat",13402960,2019-11-01,2655,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,24.4681724845996,"M","AZE"
"24","Abasov, Nijat",13402960,2019-10-01,2632,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,24.3832991101985,"M","AZE"
"25","Abasov, Nijat",13402960,2019-09-01,2632,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,24.3011635865845,"M","AZE"
"26","Abasov, Nijat",13402960,2019-08-01,2640,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,24.2162902121834,"M","AZE"
"27","Abasov, Nijat",13402960,2019-07-01,2641,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,24.1314168377823,"M","AZE"
"28","Abasov, Nijat",13402960,2019-06-01,2641,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,24.0492813141684,"M","AZE"
"29","Abasov, Nijat",13402960,2019-05-01,2636,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,23.9644079397673,"M","AZE"
"30","Abasov, Nijat",13402960,2019-04-01,2633,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,23.8822724161533,"M","AZE"
"31","Abasov, Nijat",13402960,2019-03-01,2627,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,23.7973990417522,"M","AZE"
"32","Abasov, Nijat",13402960,2019-02-01,2630,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,23.7207392197125,"M","AZE"
"33","Abasov, Nijat",13402960,2019-01-01,2624,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,23.6358658453114,"M","AZE"
"34","Abasov, Nijat",13402960,2018-12-01,2635,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,23.5509924709103,"M","AZE"
"35","Abasov, Nijat",13402960,2018-11-01,2629,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,23.4688569472964,"M","AZE"
"36","Abasov, Nijat",13402960,2018-10-01,2627,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,23.3839835728953,"M","AZE"
"37","Abasov, Nijat",13402960,2018-09-01,2632,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,23.3018480492813,"M","AZE"
"38","Abasov, Nijat",13402960,2018-08-01,2623,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,23.2169746748802,"M","AZE"
"39","Abasov, Nijat",13402960,2018-07-01,2623,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,23.1321013004791,"M","AZE"
"40","Abasov, Nijat",13402960,2018-06-01,2623,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,23.0499657768652,"M","AZE"
"41","Abasov, Nijat",13402960,2018-05-01,2623,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,22.9650924024641,"M","AZE"
"42","Abasov, Nijat",13402960,2018-04-01,2622,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,22.8829568788501,"M","AZE"
"43","Abasov, Nijat",13402960,2018-03-01,2608,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,22.798083504449,"M","AZE"
"44","Abasov, Nijat",13402960,2018-02-01,2608,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,22.7214236824093,"M","AZE"
"45","Abasov, Nijat",13402960,2018-01-01,2608,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,22.6365503080082,"M","AZE"
"46","Abasov, Nijat",13402960,2017-12-01,2608,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,22.5516769336071,"M","AZE"
"47","Abasov, Nijat",13402960,2017-11-01,2596,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,22.4695414099932,"M","AZE"
"48","Abasov, Nijat",13402960,2017-10-01,2587,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,22.3846680355921,"M","AZE"
"49","Abasov, Nijat",13402960,2017-09-01,2575,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,22.3025325119781,"M","AZE"
"50","Abasov, Nijat",13402960,2017-08-01,2577,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,22.217659137577,"M","AZE"
"51","Abasov, Nijat",13402960,2017-07-01,2577,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,22.1327857631759,"M","AZE"
"52","Abasov, Nijat",13402960,2017-06-01,2566,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,22.0506502395619,"M","AZE"
"53","Abasov, Nijat",13402960,2017-05-01,2575,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,21.9657768651608,"M","AZE"
"54","Abasov, Nijat",13402960,2017-04-01,2588,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,21.8836413415469,"M","AZE"
"55","Abasov, Nijat",13402960,2017-03-01,2583,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,21.7987679671458,"M","AZE"
"56","Abasov, Nijat",13402960,2017-02-01,2583,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,21.7221081451061,"M","AZE"
"57","Abasov, Nijat",13402960,2017-01-01,2561,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,21.637234770705,"M","AZE"
"58","Abasov, Nijat",13402960,2016-12-01,2561,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,21.5523613963039,"M","AZE"
"59","Abasov, Nijat",13402960,2016-11-01,2565,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,21.4702258726899,"M","AZE"
"60","Abasov, Nijat",13402960,2016-10-01,2565,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,21.3853524982888,"M","AZE"
"61","Abasov, Nijat",13402960,2016-09-01,2552,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,21.3032169746749,"M","AZE"
"62","Abasov, Nijat",13402960,2016-08-01,2552,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,21.2183436002738,"M","AZE"
"63","Abasov, Nijat",13402960,2016-07-01,2556,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,21.1334702258727,"M","AZE"
"64","Abasov, Nijat",13402960,2016-06-01,2556,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,21.0513347022587,"M","AZE"
"65","Abasov, Nijat",13402960,2016-05-01,2571,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,20.9664613278576,"M","AZE"
"66","Abasov, Nijat",13402960,2016-04-01,2571,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,20.8843258042437,"M","AZE"
"67","Abasov, Nijat",13402960,2016-03-01,2559,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,20.7994524298426,"M","AZE"
"68","Abasov, Nijat",13402960,2016-02-01,2556,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,20.7200547570157,"M","AZE"
"69","Abasov, Nijat",13402960,2016-01-01,2556,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,20.6351813826146,"M","AZE"
"70","Abasov, Nijat",13402960,2015-12-01,2556,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,20.5503080082136,"M","AZE"
"71","Abasov, Nijat",13402960,2015-11-01,2544,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,20.4681724845996,"M","AZE"
"72","Abasov, Nijat",13402960,2015-10-01,2517,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,20.3832991101985,"M","AZE"
"73","Abasov, Nijat",13402960,2015-09-01,2511,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,20.3011635865845,"M","AZE"
"74","Abasov, Nijat",13402960,2015-08-01,2510,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,20.2162902121834,"M","AZE"
"75","Abasov, Nijat",13402960,2015-07-01,2510,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,20.1314168377823,"M","AZE"
"76","Abasov, Nijat",13402960,2015-06-01,2510,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,20.0492813141684,"M","AZE"
"77","Abasov, Nijat",13402960,2015-05-01,2522,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,19.9644079397673,"M","AZE"
"78","Abasov, Nijat",13402960,2015-04-01,2522,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,19.8822724161533,"M","AZE"
"79","Abasov, Nijat",13402960,2015-03-01,2523,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,19.7973990417522,"M","AZE"
"80","Abasov, Nijat",13402960,2015-02-01,2523,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,19.7207392197125,"M","AZE"
"81","Abasov, Nijat",13402960,2015-01-01,2530,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,19.6358658453114,"M","AZE"
"82","Abasov, Nijat",13402960,2014-12-01,2509,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,19.5509924709103,"M","AZE"
"83","Abasov, Nijat",13402960,2014-11-01,2509,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,19.4688569472964,"M","AZE"
"84","Abasov, Nijat",13402960,2014-10-01,2528,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,19.3839835728953,"M","AZE"
"85","Abasov, Nijat",13402960,2014-09-01,2527,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,19.3018480492813,"M","AZE"
"86","Abasov, Nijat",13402960,2014-08-01,2527,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,19.2169746748802,"M","AZE"
"87","Abasov, Nijat",13402960,2014-07-01,2536,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,19.1321013004791,"M","AZE"
"88","Abasov, Nijat",13402960,2014-06-01,2531,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,19.0499657768652,"M","AZE"
"89","Abasov, Nijat",13402960,2014-05-01,2516,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,18.9650924024641,"M","AZE"
"90","Abasov, Nijat",13402960,2014-04-01,2516,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,18.8829568788501,"M","AZE"
"91","Abasov, Nijat",13402960,2014-03-01,2516,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,18.798083504449,"M","AZE"
"92","Abasov, Nijat",13402960,2014-02-01,2517,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,18.7214236824093,"M","AZE"
"93","Abasov, Nijat",13402960,2014-01-01,2517,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,18.6365503080082,"M","AZE"
"94","Abasov, Nijat",13402960,2013-12-01,2510,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,18.5516769336071,"M","AZE"
"95","Abasov, Nijat",13402960,2013-11-01,2510,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,18.4695414099932,"M","AZE"
"96","Abasov, Nijat",13402960,2013-10-01,2505,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,18.3846680355921,"M","AZE"
"97","Abasov, Nijat",13402960,2013-09-01,2492,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,18.3025325119781,"M","AZE"
"98","Abasov, Nijat",13402960,2013-08-01,2492,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,18.217659137577,"M","AZE"
"99","Abasov, Nijat",13402960,2013-07-01,2498,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,18.1327857631759,"M","AZE"
"100","Abasov, Nijat",13402960,2013-06-01,2492,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,18.0506502395619,"M","AZE"
"101","Abasov, Nijat",13402960,2013-05-01,2479,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,17.9657768651608,"M","AZE"
"102","Abasov, Nijat",13402960,2013-04-01,2479,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,17.8836413415469,"M","AZE"
"103","Abasov, Nijat",13402960,2013-03-01,2465,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,17.7987679671458,"M","AZE"
"104","Abasov, Nijat",13402960,2013-02-01,2468,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,17.7221081451061,"M","AZE"
"105","Abasov, Nijat",13402960,2013-01-01,2468,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,17.637234770705,"M","AZE"
"106","Abasov, Nijat",13402960,2012-12-01,2468,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,17.5523613963039,"M","AZE"
"107","Abasov, Nijat",13402960,2012-11-01,2468,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,17.4702258726899,"M","AZE"
"108","Abasov, Nijat",13402960,2012-10-01,2461,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,17.3853524982888,"M","AZE"
"109","Abasov, Nijat",13402960,2012-09-01,2461,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,17.3032169746749,"M","AZE"
"110","Abasov, Nijat",13402960,2012-08-01,2461,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,17.2183436002738,"M","AZE"
"111","Abasov, Nijat",13402960,2012-07-01,2461,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,17.1334702258727,"M","AZE"
"112","Abasov, Nijat",13402960,2012-05-01,2461,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,16.9664613278576,"M","AZE"
"113","Abasov, Nijat",13402960,2012-03-01,2461,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,16.7994524298426,"M","AZE"
"114","Abasov, Nijat",13402960,2012-01-01,2461,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,16.6351813826146,"M","AZE"
"115","Abasov, Nijat",13402960,2011-11-01,2470,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,16.4681724845996,"M","AZE"
"116","Abasov, Nijat",13402960,2011-09-01,2470,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,16.3011635865845,"M","AZE"
"117","Abasov, Nijat",13402960,2011-07-01,2481,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,16.1314168377823,"M","AZE"
"118","Abasov, Nijat",13402960,2011-05-01,2504,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,15.9644079397673,"M","AZE"
"119","Abasov, Nijat",13402960,2011-03-01,2504,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,15.7973990417522,"M","AZE"
"120","Abasov, Nijat",13402960,2011-01-01,2486,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,15.6358658453114,"M","AZE"
"121","Abasov, Nijat",13402960,2010-11-01,2505,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,15.4688569472964,"M","AZE"
"122","Abasov, Nijat",13402960,2010-09-01,2517,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,15.3018480492813,"M","AZE"
"123","Abasov, Nijat",13402960,2010-07-01,2517,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,15.1321013004791,"M","AZE"
"124","Abasov, Nijat",13402960,2010-05-01,2525,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,14.9650924024641,"M","AZE"
"125","Abasov, Nijat",13402960,2010-03-01,2514,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,14.798083504449,"M","AZE"
"126","Abasov, Nijat",13402960,2010-01-01,2510,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,14.6365503080082,"M","AZE"
"127","Abasov, Nijat",13402960,2009-11-01,2522,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,14.4695414099932,"M","AZE"
"128","Abasov, Nijat",13402960,2009-09-01,2525,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,14.3025325119781,"M","AZE"
"129","Abasov, Nijat",13402960,2009-07-01,2505,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,14.1327857631759,"M","AZE"
"130","Abasov, Nijat",13402960,2009-04-01,2486,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,13.8836413415469,"M","AZE"
"131","Abasov, Nijat",13402960,2009-01-01,2397,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,13.637234770705,"M","AZE"
"132","Abasov, Nijat",13402960,2008-10-01,2363,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,13.3853524982888,"M","AZE"
"133","Abasov, Nijat",13402960,2008-07-01,2369,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,13.1334702258727,"M","AZE"
"134","Abasov, Nijat",13402960,2008-04-01,2375,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,12.8843258042437,"M","AZE"
"135","Abasov, Nijat",13402960,2008-01-01,2380,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,12.6351813826146,"M","AZE"
"136","Abasov, Nijat",13402960,2007-10-01,2227,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,12.3832991101985,"M","AZE"
"137","Abasov, Nijat",13402960,2007-07-01,2235,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,12.1314168377823,"M","AZE"
"138","Abasov, Nijat",13402960,2007-04-01,2194,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,11.8822724161533,"M","AZE"
"139","Abasov, Nijat",13402960,2007-01-01,2222,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,11.6358658453114,"M","AZE"
"140","Abasov, Nijat",13402960,2006-10-01,2148,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,11.3839835728953,"M","AZE"
"141","Abasov, Nijat",13402960,2006-07-01,2148,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,11.1321013004791,"M","AZE"
"142","Abasov, Nijat",13402960,2006-04-01,2134,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,10.8829568788501,"M","AZE"
"143","Abasov, Nijat",13402960,2006-01-01,2134,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,10.6365503080082,"M","AZE"
"144","Abasov, Nijat",13402960,2005-10-01,2111,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,10.3846680355921,"M","AZE"
"145","Abasov, Nijat",13402960,2005-07-01,2210,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,10.1327857631759,"M","AZE"
"146","Abasov, Nijat",13402960,2005-04-01,2210,1995-05-14,"Baku","Azerbaijan",40.3667,49.8352,9.88364134154689,"M","AZE"
"147","Abdusattorov, Nodirbek",14204118,2021-09-01,2648,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,16.952772073922,"M","UZB"
"148","Abdusattorov, Nodirbek",14204118,2021-08-01,2634,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,16.8678986995209,"M","UZB"
"149","Abdusattorov, Nodirbek",14204118,2021-07-01,2634,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,16.7830253251198,"M","UZB"
"150","Abdusattorov, Nodirbek",14204118,2021-06-01,2634,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,16.7008898015058,"M","UZB"
"151","Abdusattorov, Nodirbek",14204118,2021-05-01,2627,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,16.6160164271047,"M","UZB"
"152","Abdusattorov, Nodirbek",14204118,2021-04-01,2627,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,16.5338809034908,"M","UZB"
"153","Abdusattorov, Nodirbek",14204118,2021-03-01,2627,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,16.4490075290897,"M","UZB"
"154","Abdusattorov, Nodirbek",14204118,2021-02-01,2627,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,16.37234770705,"M","UZB"
"155","Abdusattorov, Nodirbek",14204118,2021-01-01,2627,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,16.2874743326489,"M","UZB"
"156","Abdusattorov, Nodirbek",14204118,2020-12-01,2627,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,16.2026009582478,"M","UZB"
"157","Abdusattorov, Nodirbek",14204118,2020-11-01,2627,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,16.1204654346338,"M","UZB"
"158","Abdusattorov, Nodirbek",14204118,2020-10-01,2627,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,16.0355920602327,"M","UZB"
"159","Abdusattorov, Nodirbek",14204118,2020-09-01,2627,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,15.9534565366188,"M","UZB"
"160","Abdusattorov, Nodirbek",14204118,2020-08-01,2627,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,15.8685831622177,"M","UZB"
"161","Abdusattorov, Nodirbek",14204118,2020-07-01,2627,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,15.7837097878166,"M","UZB"
"162","Abdusattorov, Nodirbek",14204118,2020-06-01,2627,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,15.7015742642026,"M","UZB"
"163","Abdusattorov, Nodirbek",14204118,2020-05-01,2627,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,15.6167008898015,"M","UZB"
"164","Abdusattorov, Nodirbek",14204118,2020-04-01,2627,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,15.5345653661875,"M","UZB"
"165","Abdusattorov, Nodirbek",14204118,2020-03-01,2627,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,15.4496919917864,"M","UZB"
"166","Abdusattorov, Nodirbek",14204118,2020-02-01,2644,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,15.3702943189596,"M","UZB"
"167","Abdusattorov, Nodirbek",14204118,2020-01-01,2635,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,15.2854209445585,"M","UZB"
"168","Abdusattorov, Nodirbek",14204118,2019-12-01,2635,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,15.2005475701574,"M","UZB"
"169","Abdusattorov, Nodirbek",14204118,2019-11-01,2633,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,15.1184120465435,"M","UZB"
"170","Abdusattorov, Nodirbek",14204118,2019-10-01,2608,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,15.0335386721424,"M","UZB"
"171","Abdusattorov, Nodirbek",14204118,2019-09-01,2608,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,14.9514031485284,"M","UZB"
"172","Abdusattorov, Nodirbek",14204118,2019-08-01,2594,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,14.8665297741273,"M","UZB"
"173","Abdusattorov, Nodirbek",14204118,2019-07-01,2598,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,14.7816563997262,"M","UZB"
"174","Abdusattorov, Nodirbek",14204118,2019-06-01,2598,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,14.6995208761123,"M","UZB"
"175","Abdusattorov, Nodirbek",14204118,2019-05-01,2597,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,14.6146475017112,"M","UZB"
"176","Abdusattorov, Nodirbek",14204118,2019-04-01,2578,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,14.5325119780972,"M","UZB"
"177","Abdusattorov, Nodirbek",14204118,2019-03-01,2560,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,14.4476386036961,"M","UZB"
"178","Abdusattorov, Nodirbek",14204118,2019-02-01,2560,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,14.3709787816564,"M","UZB"
"179","Abdusattorov, Nodirbek",14204118,2019-01-01,2560,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,14.2861054072553,"M","UZB"
"180","Abdusattorov, Nodirbek",14204118,2018-12-01,2546,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,14.2012320328542,"M","UZB"
"181","Abdusattorov, Nodirbek",14204118,2018-11-01,2560,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,14.1190965092402,"M","UZB"
"182","Abdusattorov, Nodirbek",14204118,2018-10-01,2558,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,14.0342231348392,"M","UZB"
"183","Abdusattorov, Nodirbek",14204118,2018-09-01,2558,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,13.9520876112252,"M","UZB"
"184","Abdusattorov, Nodirbek",14204118,2018-08-01,2539,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,13.8672142368241,"M","UZB"
"185","Abdusattorov, Nodirbek",14204118,2018-07-01,2534,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,13.782340862423,"M","UZB"
"186","Abdusattorov, Nodirbek",14204118,2018-06-01,2534,2004-09-18,"Tashkent","Uzbekistan",41.3,69.2667,13.700205338809,"M","UZB"
