"","V1","Name","ID Number","Period","RTNG","Birthdate","Birthplace","Country_of_birth","Latitude","Longitude","Age","Sex","Fed","rating_inc"
"69",10430,"Kramnik, Vladimir",4101588,1991-07-01 00:00:00,2490,"6/25/1975","Tuapse","Russia",44.1,39.0833,16.01643,"M","RUS",10
"70",10775,"Lautier, Joel",600016,1991-07-01 00:00:00,2560,"4/12/1973","Scarborough","Canada",43.7764,-79.2318,18.21766,"M","FRA",10
"71",11125,"Leko, Peter",703303,1991-07-01 00:00:00,2385,"9/8/1979","Subotica","Serbia",46.0983,19.67,11.81109,"M","HUN",130
"72",14908,"Polgar, Judit",700070,1991-07-01 00:00:00,2550,"7/23/1976","Budapest","Hungary",47.4983,19.0408,14.93771,"F","HUN",10
"73",19737,"Topalov, Veselin",2900084,1991-07-01 00:00:00,2485,"3/15/1975","Ruse","Bulgaria",43.8445,25.9539,16.29569,"M","BUL",30
"74",780,"Almasi, Zoltan",702293,1992-01-01 00:00:00,2410,"8/29/1976","Jardanhaza","Hungary",48.1551,20.2477,15.34017796,"M","HUN",10
"75",9015,"Kamsky, Gata",2000024,1992-01-01 00:00:00,2655,"6/2/1974","Novokuznetsk","Russia",53.75,87.1167,17.58248,"M","USA",60
"76",9503,"Kasparov, Garry",4100018,1992-01-01 00:00:00,2780,"4/13/1963","Baku","Azerbaijan",40.3667,49.8352,28.72005,"M","RUS",10
"77",10429,"Kramnik, Vladimir",4101588,1992-01-01 00:00:00,2590,"6/25/1975","Tuapse","Russia",44.1,39.0833,16.52019,"M","RUS",100
"78",10774,"Lautier, Joel",600016,1992-01-01 00:00:00,2580,"4/12/1973","Scarborough","Canada",43.7764,-79.2318,18.72142,"M","FRA",20
"79",11124,"Leko, Peter",703303,1992-01-01 00:00:00,2385,"9/8/1979","Subotica","Serbia",46.0983,19.67,12.31485,"M","HUN",0
"80",14907,"Polgar, Judit",700070,1992-01-01 00:00:00,2550,"7/23/1976","Budapest","Hungary",47.4983,19.0408,15.44148,"F","HUN",0
"81",19736,"Topalov, Veselin",2900084,1992-01-01 00:00:00,2460,"3/15/1975","Ruse","Bulgaria",43.8445,25.9539,16.79945,"M","BUL",-25
"82",779,"Almasi, Zoltan",702293,1992-07-01 00:00:00,2470,"8/29/1976","Jardanhaza","Hungary",48.1551,20.2477,15.8384668,"M","HUN",60
"83",9014,"Kamsky, Gata",2000024,1992-07-01 00:00:00,2655,"6/2/1974","Novokuznetsk","Russia",53.75,87.1167,18.08077,"M","USA",0
"84",9502,"Kasparov, Garry",4100018,1992-07-01 00:00:00,2790,"4/13/1963","Baku","Azerbaijan",40.3667,49.8352,29.21834,"M","RUS",10
"85",10428,"Kramnik, Vladimir",4101588,1992-07-01 00:00:00,2625,"6/25/1975","Tuapse","Russia",44.1,39.0833,17.01848,"M","RUS",35
"86",10773,"Lautier, Joel",600016,1992-07-01 00:00:00,2580,"4/12/1973","Scarborough","Canada",43.7764,-79.2318,19.21971,"M","FRA",0
"87",11123,"Leko, Peter",703303,1992-07-01 00:00:00,2460,"9/8/1979","Subotica","Serbia",46.0983,19.67,12.81314,"M","HUN",75
"88",12980,"Morozevich, Alexander",4116992,1992-07-01 00:00:00,2385,"7/18/1977","Moscow","Russia",55.7558,37.6178,14.95414,"M","RUS",NA
"89",14906,"Polgar, Judit",700070,1992-07-01 00:00:00,2575,"7/23/1976","Budapest","Hungary",47.4983,19.0408,15.93977,"F","HUN",25
"90",19735,"Topalov, Veselin",2900084,1992-07-01 00:00:00,2520,"3/15/1975","Ruse","Bulgaria",43.8445,25.9539,17.29774,"M","BUL",60
"91",778,"Almasi, Zoltan",702293,1993-01-01 00:00:00,2490,"8/29/1976","Jardanhaza","Hungary",48.1551,20.2477,16.34223135,"M","HUN",20
"92",9013,"Kamsky, Gata",2000024,1993-01-01 00:00:00,2655,"6/2/1974","Novokuznetsk","Russia",53.75,87.1167,18.58453,"M","USA",0
"93",9501,"Kasparov, Garry",4100018,1993-01-01 00:00:00,2805,"4/13/1963","Baku","Azerbaijan",40.3667,49.8352,29.72211,"M","RUS",15
"94",10427,"Kramnik, Vladimir",4101588,1993-01-01 00:00:00,2685,"6/25/1975","Tuapse","Russia",44.1,39.0833,17.52225,"M","RUS",60
"95",10772,"Lautier, Joel",600016,1993-01-01 00:00:00,2645,"4/12/1973","Scarborough","Canada",43.7764,-79.2318,19.72348,"M","FRA",65
"96",11122,"Leko, Peter",703303,1993-01-01 00:00:00,2465,"9/8/1979","Subotica","Serbia",46.0983,19.67,13.31691,"M","HUN",5
"97",12979,"Morozevich, Alexander",4116992,1993-01-01 00:00:00,2440,"7/18/1977","Moscow","Russia",55.7558,37.6178,15.45791,"M","RUS",55
"98",14905,"Polgar, Judit",700070,1993-01-01 00:00:00,2595,"7/23/1976","Budapest","Hungary",47.4983,19.0408,16.44353,"F","HUN",20
"99",19734,"Topalov, Veselin",2900084,1993-01-01 00:00:00,2635,"3/15/1975","Ruse","Bulgaria",43.8445,25.9539,17.80151,"M","BUL",115
"100",777,"Almasi, Zoltan",702293,1993-07-01 00:00:00,2580,"8/29/1976","Jardanhaza","Hungary",48.1551,20.2477,16.83778234,"M","HUN",90
"101",1976,"Bacrot, Etienne",605506,1993-07-01 00:00:00,2230,"1/22/1983","Lille","France",50.6278,3.0583,10.43942505,"M","FRA",NA
"102",9012,"Kamsky, Gata",2000024,1993-07-01 00:00:00,2645,"6/2/1974","Novokuznetsk","Russia",53.75,87.1167,19.08008,"M","USA",-10
"103",9500,"Kasparov, Garry",4100018,1993-07-01 00:00:00,2815,"4/13/1963","Baku","Azerbaijan",40.3667,49.8352,30.21766,"M","RUS",10
"104",10426,"Kramnik, Vladimir",4101588,1993-07-01 00:00:00,2710,"6/25/1975","Tuapse","Russia",44.1,39.0833,18.0178,"M","RUS",25
"105",10771,"Lautier, Joel",600016,1993-07-01 00:00:00,2620,"4/12/1973","Scarborough","Canada",43.7764,-79.2318,20.21903,"M","FRA",-25
"106",11121,"Leko, Peter",703303,1993-07-01 00:00:00,2555,"9/8/1979","Subotica","Serbia",46.0983,19.67,13.81246,"M","HUN",90
"107",12978,"Morozevich, Alexander",4116992,1993-07-01 00:00:00,2545,"7/18/1977","Moscow","Russia",55.7558,37.6178,15.95346,"M","RUS",105
"108",14904,"Polgar, Judit",700070,1993-07-01 00:00:00,2635,"7/23/1976","Budapest","Hungary",47.4983,19.0408,16.93908,"F","HUN",40
"109",19733,"Topalov, Veselin",2900084,1993-07-01 00:00:00,2670,"3/15/1975","Ruse","Bulgaria",43.8445,25.9539,18.29706,"M","BUL",35
"110",776,"Almasi, Zoltan",702293,1994-01-01 00:00:00,2610,"8/29/1976","Jardanhaza","Hungary",48.1551,20.2477,17.34154689,"M","HUN",30
"111",1975,"Bacrot, Etienne",605506,1994-01-01 00:00:00,2255,"1/22/1983","Lille","France",50.6278,3.0583,10.9431896,"M","FRA",25
"112",9011,"Kamsky, Gata",2000024,1994-01-01 00:00:00,2695,"6/2/1974","Novokuznetsk","Russia",53.75,87.1167,19.58385,"M","USA",50
"113",10425,"Kramnik, Vladimir",4101588,1994-01-01 00:00:00,2710,"6/25/1975","Tuapse","Russia",44.1,39.0833,18.52156,"M","RUS",0
"114",10770,"Lautier, Joel",600016,1994-01-01 00:00:00,2625,"4/12/1973","Scarborough","Canada",43.7764,-79.2318,20.72279,"M","FRA",5
"115",11120,"Leko, Peter",703303,1994-01-01 00:00:00,2545,"9/8/1979","Subotica","Serbia",46.0983,19.67,14.31622,"M","HUN",-10
"116",12331,"McShane, Luke J",404853,1994-01-01 00:00:00,2130,"1/7/1984","London","United Kingdom",51.5072,-0.1275,9.984942,"M","ENG",NA
"117",12977,"Morozevich, Alexander",4116992,1994-01-01 00:00:00,2590,"7/18/1977","Moscow","Russia",55.7558,37.6178,16.45722,"M","RUS",45
"118",14903,"Polgar, Judit",700070,1994-01-01 00:00:00,2630,"7/23/1976","Budapest","Hungary",47.4983,19.0408,17.44285,"F","HUN",-5
"119",19732,"Topalov, Veselin",2900084,1994-01-01 00:00:00,2640,"3/15/1975","Ruse","Bulgaria",43.8445,25.9539,18.80082,"M","BUL",-30
"120",20356,"Vallejo Pons, Francisco",2205530,1994-01-01 00:00:00,2315,"8/21/1982","Es Castell","Spain",39.8797,4.2891,11.36482,"M","ESP",NA
"121",775,"Almasi, Zoltan",702293,1994-07-01 00:00:00,2620,"8/29/1976","Jardanhaza","Hungary",48.1551,20.2477,17.83709788,"M","HUN",10
"122",1974,"Bacrot, Etienne",605506,1994-07-01 00:00:00,2300,"1/22/1983","Lille","France",50.6278,3.0583,11.43874059,"M","FRA",45
"123",9010,"Kamsky, Gata",2000024,1994-07-01 00:00:00,2695,"6/2/1974","Novokuznetsk","Russia",53.75,87.1167,20.0794,"M","USA",0
"124",10424,"Kramnik, Vladimir",4101588,1994-07-01 00:00:00,2725,"6/25/1975","Tuapse","Russia",44.1,39.0833,19.01711,"M","RUS",15
"125",10769,"Lautier, Joel",600016,1994-07-01 00:00:00,2645,"4/12/1973","Scarborough","Canada",43.7764,-79.2318,21.21834,"M","FRA",20
"126",11119,"Leko, Peter",703303,1994-07-01 00:00:00,2555,"9/8/1979","Subotica","Serbia",46.0983,19.67,14.81177,"M","HUN",10
"127",12330,"McShane, Luke J",404853,1994-07-01 00:00:00,2095,"1/7/1984","London","United Kingdom",51.5072,-0.1275,10.48049,"M","ENG",-35
"128",12976,"Morozevich, Alexander",4116992,1994-07-01 00:00:00,2575,"7/18/1977","Moscow","Russia",55.7558,37.6178,16.95277,"M","RUS",-15
"129",14902,"Polgar, Judit",700070,1994-07-01 00:00:00,2630,"7/23/1976","Budapest","Hungary",47.4983,19.0408,17.9384,"F","HUN",0
"130",19731,"Topalov, Veselin",2900084,1994-07-01 00:00:00,2645,"3/15/1975","Ruse","Bulgaria",43.8445,25.9539,19.29637,"M","BUL",5
"131",20355,"Vallejo Pons, Francisco",2205530,1994-07-01 00:00:00,2300,"8/21/1982","Es Castell","Spain",39.8797,4.2891,11.86037,"M","ESP",-15
"132",774,"Almasi, Zoltan",702293,1995-01-01 00:00:00,2590,"8/29/1976","Jardanhaza","Hungary",48.1551,20.2477,18.34086242,"M","HUN",-30
"133",1973,"Bacrot, Etienne",605506,1995-01-01 00:00:00,2300,"1/22/1983","Lille","France",50.6278,3.0583,11.94250513,"M","FRA",0
"134",9009,"Kamsky, Gata",2000024,1995-01-01 00:00:00,2710,"6/2/1974","Novokuznetsk","Russia",53.75,87.1167,20.58316,"M","USA",15
"135",9499,"Kasparov, Garry",4100018,1995-01-01 00:00:00,2805,"4/13/1963","Baku","Azerbaijan",40.3667,49.8352,31.72074,"M","RUS",-10
"136",10423,"Kramnik, Vladimir",4101588,1995-01-01 00:00:00,2715,"6/25/1975","Tuapse","Russia",44.1,39.0833,19.52088,"M","RUS",-10
"137",10768,"Lautier, Joel",600016,1995-01-01 00:00:00,2655,"4/12/1973","Scarborough","Canada",43.7764,-79.2318,21.72211,"M","FRA",10
"138",11118,"Leko, Peter",703303,1995-01-01 00:00:00,2555,"9/8/1979","Subotica","Serbia",46.0983,19.67,15.31554,"M","HUN",0
"139",12329,"McShane, Luke J",404853,1995-01-01 00:00:00,2145,"1/7/1984","London","United Kingdom",51.5072,-0.1275,10.98426,"M","ENG",50
"140",12975,"Morozevich, Alexander",4116992,1995-01-01 00:00:00,2605,"7/18/1977","Moscow","Russia",55.7558,37.6178,17.45654,"M","RUS",30
"141",14901,"Polgar, Judit",700070,1995-01-01 00:00:00,2630,"7/23/1976","Budapest","Hungary",47.4983,19.0408,18.44216,"F","HUN",0
"142",19730,"Topalov, Veselin",2900084,1995-01-01 00:00:00,2630,"3/15/1975","Ruse","Bulgaria",43.8445,25.9539,19.80014,"M","BUL",-15
"143",20354,"Vallejo Pons, Francisco",2205530,1995-01-01 00:00:00,2300,"8/21/1982","Es Castell","Spain",39.8797,4.2891,12.36413,"M","ESP",0
"144",773,"Almasi, Zoltan",702293,1995-07-01 00:00:00,2645,"8/29/1976","Jardanhaza","Hungary",48.1551,20.2477,18.83641342,"M","HUN",55
"145",1972,"Bacrot, Etienne",605506,1995-07-01 00:00:00,2395,"1/22/1983","Lille","France",50.6278,3.0583,12.43805613,"M","FRA",95
"146",9008,"Kamsky, Gata",2000024,1995-07-01 00:00:00,2735,"6/2/1974","Novokuznetsk","Russia",53.75,87.1167,21.07871,"M","USA",25
"147",9498,"Kasparov, Garry",4100018,1995-07-01 00:00:00,2795,"4/13/1963","Baku","Azerbaijan",40.3667,49.8352,32.21629,"M","RUS",-10
"148",10422,"Kramnik, Vladimir",4101588,1995-07-01 00:00:00,2730,"6/25/1975","Tuapse","Russia",44.1,39.0833,20.01643,"M","RUS",15
"149",10767,"Lautier, Joel",600016,1995-07-01 00:00:00,2645,"4/12/1973","Scarborough","Canada",43.7764,-79.2318,22.21766,"M","FRA",-10
"150",11117,"Leko, Peter",703303,1995-07-01 00:00:00,2605,"9/8/1979","Subotica","Serbia",46.0983,19.67,15.81109,"M","HUN",50
"151",12328,"McShane, Luke J",404853,1995-07-01 00:00:00,2170,"1/7/1984","London","United Kingdom",51.5072,-0.1275,11.47981,"M","ENG",25
"152",12974,"Morozevich, Alexander",4116992,1995-07-01 00:00:00,2630,"7/18/1977","Moscow","Russia",55.7558,37.6178,17.95209,"M","RUS",25
"153",14900,"Polgar, Judit",700070,1995-07-01 00:00:00,2635,"7/23/1976","Budapest","Hungary",47.4983,19.0408,18.93771,"F","HUN",5
"154",19729,"Topalov, Veselin",2900084,1995-07-01 00:00:00,2670,"3/15/1975","Ruse","Bulgaria",43.8445,25.9539,20.29569,"M","BUL",40
"155",20353,"Vallejo Pons, Francisco",2205530,1995-07-01 00:00:00,2325,"8/21/1982","Es Castell","Spain",39.8797,4.2891,12.85969,"M","ESP",25
"156",772,"Almasi, Zoltan",702293,1996-01-01 00:00:00,2650,"8/29/1976","Jardanhaza","Hungary",48.1551,20.2477,19.34017796,"M","HUN",5
"157",1971,"Bacrot, Etienne",605506,1996-01-01 00:00:00,2425,"1/22/1983","Lille","France",50.6278,3.0583,12.94182067,"M","FRA",30
"158",7333,"Grischuk, Alexander",4126025,1996-01-01 00:00:00,2365,"10/31/1983","Moscow","Russia",55.7558,37.6178,12.16975,"M","RUS",NA
"159",9007,"Kamsky, Gata",2000024,1996-01-01 00:00:00,2735,"6/2/1974","Novokuznetsk","Russia",53.75,87.1167,21.58248,"M","USA",0
"160",9497,"Kasparov, Garry",4100018,1996-01-01 00:00:00,2775,"4/13/1963","Baku","Azerbaijan",40.3667,49.8352,32.72005,"M","RUS",-20
"161",10421,"Kramnik, Vladimir",4101588,1996-01-01 00:00:00,2775,"6/25/1975","Tuapse","Russia",44.1,39.0833,20.52019,"M","RUS",45
"162",10766,"Lautier, Joel",600016,1996-01-01 00:00:00,2630,"4/12/1973","Scarborough","Canada",43.7764,-79.2318,22.72142,"M","FRA",-15
"163",11116,"Leko, Peter",703303,1996-01-01 00:00:00,2625,"9/8/1979","Subotica","Serbia",46.0983,19.67,16.31485,"M","HUN",20
"164",12327,"McShane, Luke J",404853,1996-01-01 00:00:00,2295,"1/7/1984","London","United Kingdom",51.5072,-0.1275,11.98357,"M","ENG",125
"165",12973,"Morozevich, Alexander",4116992,1996-01-01 00:00:00,2625,"7/18/1977","Moscow","Russia",55.7558,37.6178,18.45585,"M","RUS",-5
"166",14899,"Polgar, Judit",700070,1996-01-01 00:00:00,2675,"7/23/1976","Budapest","Hungary",47.4983,19.0408,19.44148,"F","HUN",40
"167",15091,"Ponomariov, Ruslan",14103320,1996-01-01 00:00:00,2350,"10/11/1983","Horlivka","Ukraine",48.3336,38.0925,12.2245,"M","UKR",NA
"168",16485,"Riazantsev, Alexander",4125029,1996-01-01 00:00:00,2300,"9/12/1985","Moscow","Russia",55.7558,37.6178,10.30253,"M","RUS",NA
"169",19728,"Topalov, Veselin",2900084,1996-01-01 00:00:00,2700,"3/15/1975","Ruse","Bulgaria",43.8445,25.9539,20.79945,"M","BUL",30
"170",20352,"Vallejo Pons, Francisco",2205530,1996-01-01 00:00:00,2355,"8/21/1982","Es Castell","Spain",39.8797,4.2891,13.36345,"M","ESP",30
"171",771,"Almasi, Zoltan",702293,1996-07-01 00:00:00,2655,"8/29/1976","Jardanhaza","Hungary",48.1551,20.2477,19.8384668,"M","HUN",5
"172",1970,"Bacrot, Etienne",605506,1996-07-01 00:00:00,2470,"1/22/1983","Lille","France",50.6278,3.0583,13.44010951,"M","FRA",45
"173",7332,"Grischuk, Alexander",4126025,1996-07-01 00:00:00,2375,"10/31/1983","Moscow","Russia",55.7558,37.6178,12.66804,"M","RUS",10
"174",9006,"Kamsky, Gata",2000024,1996-07-01 00:00:00,2745,"6/2/1974","Novokuznetsk","Russia",53.75,87.1167,22.08077,"M","USA",10
